target_period,target_date,actual_main_numbers,actual_second_zone,predicted_main_numbers,predicted_second_zone,overlap_numbers,top1_main_hits,top1_second_hit,best_of_6_main_hits,any_of_6_second_hit,best_of_6_total_hits,predicted_odd_even,actual_odd_even,predicted_low_high,actual_low_high,predicted_sum,actual_sum,predicted_spread,actual_spread,predicted_max_run,actual_max_run,top1_score,top_signals,failure_tags
115000014,2026/02/16,02 06 19 33 36 38,03,03 04 14 15 24 38,02,38,1,0,1,0,1,2-4,2-4,4-2,3-3,98,134,35,36,2,1,2184.0,24 03 38,"main_one_hit,second_miss,run_pattern_mismatch,sum_gap_large"
115000015,2026/02/19,02 03 06 12 23 27,04,03 04 14 15 24 38,02,03,1,0,1,0,1,2-4,3-3,4-2,4-2,98,73,35,25,2,2,2185.0,24 03 38,"main_one_hit,second_miss,sum_gap_large,spread_gap_large"
115000016,2026/02/23,04 10 13 24 31 35,02,03 04 14 15 24 38,02,04 24,2,1,2,1,3,2-4,3-3,4-2,3-3,98,117,35,31,2,1,2186.0,24 03 38,"second_hit,run_pattern_mismatch"
115000017,2026/02/26,03 19 27 30 37 38,02,03 04 14 15 24 38,02,03 38,2,1,2,1,3,2-4,4-2,4-2,2-4,98,154,35,35,2,2,2189.0,24 03 38,"second_hit,odd_even_bias,low_high_bias,sum_gap_large"
115000018,2026/03/02,07 09 11 23 25 29,05,03 04 14 15 24 38,02,,0,0,1,0,1,2-4,6-0,4-2,3-3,98,104,35,22,2,1,2192.0,24 03 38,"main_zero_hit,second_miss,run_pattern_mismatch,odd_even_bias,spread_gap_large"
115000019,2026/03/05,07 11 14 32 36 38,02,03 04 14 15 24 38,02,14 38,2,1,3,1,4,2-4,2-4,4-2,3-3,98,138,35,31,2,1,2192.0,24 03 38,"second_hit,run_pattern_mismatch,sum_gap_large"
115000020,2026/03/09,01 11 14 17 29 32,08,03 04 14 15 24 38,02,14,1,0,1,0,1,2-4,4-2,4-2,4-2,98,104,35,31,2,1,2195.0,24 03 38,"main_one_hit,second_miss,run_pattern_mismatch,odd_even_bias"
115000021,2026/03/12,04 09 15 25 27 31,08,03 04 14 15 24 38,02,04 15,2,0,2,0,2,2-4,5-1,4-2,3-3,98,111,35,27,2,1,2196.0,24 03 38,"second_miss,run_pattern_mismatch,odd_even_bias"
115000022,2026/03/16,14 26 28 31 32 34,01,03 04 14 15 24 38,02,14,1,0,1,0,1,2-4,1-5,4-2,1-5,98,165,35,20,2,2,2198.0,24 03 38,"main_one_hit,second_miss,low_high_bias,sum_gap_large,spread_gap_large"
115000023,2026/03/19,09 13 14 18 31 34,01,03 04 14 15 24 38,02,14,1,0,1,0,1,2-4,3-3,4-2,4-2,98,119,35,25,2,2,2199.0,24 03 38,"main_one_hit,second_miss,spread_gap_large"
115000024,2026/03/23,01 09 18 28 33 38,05,03 04 14 15 24 38,02,38,1,0,1,0,1,2-4,3-3,4-2,3-3,98,127,35,37,2,2,2200.0,24 03 38,"main_one_hit,second_miss,sum_gap_large"
115000025,2026/03/26,13 14 22 28 35 38,05,03 04 14 15 24 38,02,14 38,2,0,3,0,3,2-4,2-4,4-2,2-4,98,150,35,25,2,2,2201.0,24 03 38,"second_miss,low_high_bias,sum_gap_large,spread_gap_large"
115000026,2026/03/30,02 13 21 22 29 34,01,03 04 14 15 24 38,02,,0,0,1,0,1,2-4,3-3,4-2,2-4,98,121,35,32,2,2,2203.0,24 03 38,"main_zero_hit,second_miss,low_high_bias"
115000027,2026/04/02,05 15 17 23 25 34,06,03 04 14 15 24 38,02,15,1,0,1,0,1,2-4,5-1,4-2,3-3,98,119,35,29,2,1,2203.0,24 03 38,"main_one_hit,second_miss,run_pattern_mismatch,odd_even_bias"
115000028,2026/04/06,05 08 22 27 35 38,04,03 04 14 15 24 38,02,38,1,0,2,0,2,2-4,3-3,4-2,2-4,98,135,35,33,2,1,2204.0,24 03 38,"main_one_hit,second_miss,run_pattern_mismatch,low_high_bias,sum_gap_large"
115000029,2026/04/09,04 09 13 27 29 34,03,03 04 14 15 24 38,02,04,1,0,1,0,1,2-4,4-2,4-2,3-3,98,116,35,30,2,1,2205.0,24 03 38,"main_one_hit,second_miss,run_pattern_mismatch,odd_even_bias"
115000030,2026/04/13,03 10 11 16 19 24,05,03 04 14 15 24 38,02,03 24,2,0,3,0,3,2-4,3-3,4-2,5-1,98,83,35,21,2,2,2206.0,24 03 38,"second_miss,spread_gap_large"
115000031,2026/04/16,04 11 16 22 30 38,06,03 04 14 15 24 38,02,04 38,2,0,3,0,3,2-4,1-5,4-2,3-3,98,121,35,34,2,1,2208.0,24 03 38,"second_miss,run_pattern_mismatch"
115000032,2026/04/20,07 13 19 34 35 37,08,03 04 14 15 24 38,02,,0,0,1,0,1,2-4,5-1,4-2,3-3,98,145,35,30,2,2,2210.0,24 03 38,"main_zero_hit,second_miss,odd_even_bias,sum_gap_large"
115000033,2026/04/23,10 14 15 16 27 33,05,03 04 14 15 24 38,02,14 15,2,0,2,0,2,2-4,3-3,4-2,4-2,98,115,35,23,2,3,2210.0,24 03 38,"second_miss,run_pattern_mismatch,spread_gap_large"
115000034,2026/04/27,06 08 27 33 35 38,02,03 04 14 15 24 38,02,38,1,1,1,1,2,2-4,3-3,4-2,2-4,98,147,35,32,2,1,2212.0,24 03 38,"main_one_hit,second_hit,run_pattern_mismatch,low_high_bias,sum_gap_large"
115000035,2026/04/30,01 04 13 19 27 30,08,03 04 14 15 24 38,02,04,1,0,1,0,1,2-4,4-2,4-2,4-2,98,94,35,29,2,1,2214.0,24 03 38,"main_one_hit,second_miss,run_pattern_mismatch,odd_even_bias"
