target_period,target_date,actual_main_numbers,actual_second_zone,predicted_main_numbers,predicted_second_zone,overlap_numbers,top1_main_hits,top1_second_hit,best_of_6_main_hits,any_of_6_second_hit,best_of_6_total_hits,predicted_odd_even,actual_odd_even,predicted_low_high,actual_low_high,predicted_sum,actual_sum,predicted_spread,actual_spread,predicted_max_run,actual_max_run,top1_score,top_signals,failure_tags
114000086,2025/10/27,01 11 16 20 27 36,06,02 16 17 20 22 27,03,16 20 27,3,0,3,0,3,2-4,3-3,3-3,3-3,104,111,25,35,2,1,0.0,,"main_good_hit,second_miss,run_pattern_mismatch,spread_gap_large"
114000087,2025/10/30,13 14 17 20 21 24,02,11 12 15 21 22 32,02,21,1,1,2,1,2,3-3,3-3,3-3,3-3,113,109,21,11,2,2,0.0,,"main_one_hit,second_hit,spread_gap_large"
114000088,2025/11/03,04 18 20 30 32 35,04,04 19 26 29 36 37,07,04,1,0,2,1,2,3-3,1-5,2-4,2-4,151,139,33,31,2,1,0.0,,"main_one_hit,second_miss,run_pattern_mismatch,odd_even_bias"
114000089,2025/11/06,11 18 20 25 29 37,08,14 15 18 28 32 34,07,18,1,0,2,1,2,1-5,4-2,3-3,2-4,141,140,20,26,2,1,0.0,,"main_one_hit,second_miss,run_pattern_mismatch,odd_even_bias"
114000090,2025/11/10,06 12 28 29 31 32,04,12 13 16 18 21 36,02,12,1,0,2,1,3,2-4,2-4,4-2,2-4,116,138,24,26,2,2,0.0,,"main_one_hit,second_miss,low_high_bias"
114000091,2025/11/13,02 09 11 15 26 34,04,01 02 04 19 29 34,04,02 34,2,1,2,1,3,3-3,3-3,4-2,4-2,89,97,33,32,2,1,0.0,,"second_hit,run_pattern_mismatch"
114000092,2025/11/17,17 18 19 28 34 36,06,10 15 17 24 30 36,04,17 36,2,0,2,1,3,2-4,2-4,3-3,3-3,132,152,26,19,1,3,0.0,,"second_miss,run_pattern_mismatch"
114000093,2025/11/20,03 08 17 20 31 35,07,01 23 25 30 34 36,08,,0,0,1,0,1,3-3,4-2,1-5,3-3,149,114,35,32,1,1,0.0,,"main_zero_hit,second_miss,low_high_bias,sum_gap_large"
114000094,2025/11/24,07 09 19 20 33 34,07,07 19 25 30 32 33,01,07 19 33,3,0,3,1,3,4-2,4-2,2-4,3-3,146,122,26,27,2,2,0.0,,"main_good_hit,second_miss"
114000095,2025/11/27,04 09 16 26 33 35,02,06 10 18 20 29 37,07,,0,0,1,1,1,2-4,3-3,3-3,3-3,120,123,31,31,1,1,0.0,,"main_zero_hit,second_miss"
114000096,2025/12/01,05 07 08 11 32 37,02,11 12 16 18 19 25,05,11,1,0,2,0,2,3-3,4-2,5-1,4-2,101,100,14,32,2,2,0.0,,"main_one_hit,second_miss,spread_gap_large"
114000097,2025/12/04,03 06 07 10 29 33,01,03 05 08 19 20 33,05,03 33,2,0,2,0,2,4-2,4-2,4-2,4-2,88,88,30,30,2,2,0.0,,second_miss
114000098,2025/12/08,05 14 15 20 32 37,02,02 03 11 13 22 27,01,,0,0,1,0,1,4-2,3-3,4-2,3-3,78,123,25,32,2,2,0.0,,"main_zero_hit,second_miss,sum_gap_large"
114000099,2025/12/11,05 06 11 15 22 37,07,01 13 22 27 31 38,06,22,1,0,3,1,3,4-2,4-2,2-4,4-2,132,96,37,32,2,2,0.0,,"main_one_hit,second_miss,low_high_bias,sum_gap_large"
114000100,2025/12/15,19 26 28 31 32 34,06,01 02 16 17 33 36,04,,0,0,3,0,3,3-3,2-4,4-2,1-5,105,170,35,15,2,2,0.0,,"main_zero_hit,second_miss,low_high_bias,sum_gap_large,spread_gap_large"
114000101,2025/12/18,08 15 16 21 29 37,05,08 14 17 25 30 32,05,08,1,1,1,1,2,2-4,4-2,3-3,3-3,126,126,24,29,1,2,0.0,,"main_one_hit,second_hit,run_pattern_mismatch,odd_even_bias"
114000102,2025/12/22,05 16 21 25 32 34,08,15 16 21 24 26 31,07,16 21,2,0,2,1,3,3-3,3-3,2-4,2-4,133,133,16,29,2,1,0.0,,"second_miss,run_pattern_mismatch,spread_gap_large"
114000103,2025/12/25,06 12 21 22 28 34,08,08 13 15 18 22 29,02,22,1,0,1,1,2,3-3,1-5,4-2,2-4,105,123,21,28,1,2,0.0,,"main_one_hit,second_miss,run_pattern_mismatch,odd_even_bias,low_high_bias"
114000104,2025/12/29,01 03 09 11 18 32,06,01 05 08 09 31 33,07,01 09,2,0,2,1,2,5-1,4-2,4-2,5-1,87,74,32,31,2,1,0.0,,"second_miss,run_pattern_mismatch"
115000001,2026/01/01,07 14 22 23 31 35,01,07 20 22 28 32 36,04,07 22,2,0,2,1,2,1-5,4-2,1-5,2-4,145,132,29,28,1,2,0.0,,"second_miss,run_pattern_mismatch,odd_even_bias"
115000002,2026/01/05,11 14 19 25 34 37,04,01 04 13 27 30 38,06,,0,0,2,0,2,3-3,4-2,3-3,3-3,113,140,37,26,2,1,0.0,,"main_zero_hit,second_miss,run_pattern_mismatch,sum_gap_large,spread_gap_large"
115000003,2026/01/08,07 17 25 26 27 33,03,05 09 14 23 24 35,08,,0,0,1,0,1,4-2,5-1,3-3,2-4,110,135,30,26,2,3,0.0,,"main_zero_hit,second_miss,run_pattern_mismatch,sum_gap_large"
115000004,2026/01/12,01 09 14 17 33 38,03,07 15 16 19 20 23,07,,0,0,2,1,3,4-2,4-2,4-2,4-2,100,112,16,37,2,2,0.0,,"main_zero_hit,second_miss,spread_gap_large"
115000005,2026/01/15,08 10 16 26 31 38,05,06 11 14 20 25 35,02,,0,0,1,1,2,3-3,1-5,3-3,3-3,111,129,29,30,1,1,0.0,,"main_zero_hit,second_miss,odd_even_bias"
115000006,2026/01/19,10 16 20 23 35 37,05,05 14 23 29 31 33,05,23,1,1,2,1,2,5-1,3-3,2-4,2-4,135,141,28,27,1,1,0.0,,"main_one_hit,second_hit,odd_even_bias"
115000007,2026/01/22,11 17 29 30 34 35,06,07 19 20 22 27 35,07,35,1,0,1,1,1,4-2,4-2,2-4,2-4,130,156,28,24,2,2,0.0,,"main_one_hit,second_miss,sum_gap_large"
115000008,2026/01/26,03 08 12 26 32 38,04,03 07 15 22 33 37,07,03,1,0,3,0,3,5-1,1-5,3-3,3-3,117,119,34,35,1,1,0.0,,"main_one_hit,second_miss,odd_even_bias"
115000009,2026/01/29,05 10 15 17 23 25,05,02 10 12 23 36 37,07,10 23,2,0,2,1,3,2-4,5-1,3-3,4-2,120,95,35,20,2,1,0.0,,"second_miss,run_pattern_mismatch,odd_even_bias,sum_gap_large,spread_gap_large"
