遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,特別號
大樂透,108000024,2019/02/26,127183600,2543672,292100079,06,17,22,34,38,42,20
大樂透,108000025,2019/03/01,95089800,1901796,53250288,01,08,14,27,40,45,34
大樂透,108000026,2019/03/05,96325350,1926507,131455340,12,13,16,21,42,43,39
大樂透,108000027,2019/03/08,89336400,1786728,51810878,03,11,15,25,31,48,36
大樂透,108000028,2019/03/12,96270300,1925406,76212925,05,07,22,37,40,45,12
大樂透,108000029,2019/03/15,94596550,1891931,137742648,05,10,12,20,28,36,15
大樂透,108000030,2019/03/19,92610350,1852207,53069164,07,16,17,36,47,48,49
大樂透,108000031,2019/03/22,90020250,1800405,76774120,01,12,16,37,41,47,36
大樂透,108000032,2019/03/26,89501450,1790029,137774702,06,13,14,19,24,38,26
大樂透,108000033,2019/03/29,87636450,1752729,132344795,01,03,12,16,29,49,04
大樂透,108000034,2019/04/02,88155400,1763108,49367024,05,28,38,40,41,47,25
大樂透,108000035,2019/04/05,82976250,1659525,68261663,11,28,29,38,43,49,22
大樂透,108000036,2019/04/09,89949900,1798998,94314651,10,36,37,44,45,46,48
大樂透,108000037,2019/04/12,89741200,1794824,113971423,12,26,32,34,45,46,14
大樂透,108000038,2019/04/16,84945050,1698901,134639199,01,14,23,36,39,41,04
大樂透,108000039,2019/04/19,88255000,1765100,152924156,04,11,24,29,32,45,49
大樂透,108000040,2019/04/23,90654150,1813083,175135532,08,14,16,18,30,35,36
大樂透,108000041,2019/04/26,91835850,1836717,196074336,08,24,29,37,44,48,06
大樂透,108000042,2019/04/30,98511400,1970228,222593495,01,04,19,24,47,49,36
大樂透,108000043,2019/05/03,99573250,1991465,247818373,06,07,19,31,32,40,15
大樂透,108000044,2019/05/07,103469500,2069390,274724712,02,14,23,29,35,43,22
大樂透,108000045,2019/05/10,109401100,2188022,293599715,11,17,27,31,33,37,12
大樂透,108000046,2019/05/14,112649950,2252999,317514312,09,15,27,28,40,43,45
大樂透,108000047,2019/05/17,111836600,2236732,343759161,02,07,12,21,23,45,10
大樂透,108000048,2019/05/21,118083850,2361677,367399687,07,10,18,32,41,46,42
大樂透,108000049,2019/05/24,122876000,2457520,398178422,12,13,19,21,29,39,41
大樂透,108000050,2019/05/28,138590800,2771816,79842971,03,11,22,36,38,40,07
大樂透,108000051,2019/05/31,151521200,3030424,110995643,08,15,21,31,36,46,18
大樂透,108000052,2019/06/04,147448700,2948974,142020714,05,06,19,23,43,48,07
大樂透,108000053,2019/06/07,161517250,3230345,179097065,18,22,26,27,30,38,45
大樂透,108000054,2019/06/11,127639900,2552798,197458758,06,31,32,39,40,42,28
大樂透,108000055,2019/06/14,127499300,2549986,229977000,06,10,12,22,24,37,03
大樂透,108000056,2019/06/18,128056800,2561136,250197274,05,16,27,29,33,45,28
大樂透,108000057,2019/06/21,138686250,2773725,285330700,07,12,26,30,31,32,13
大樂透,108000058,2019/06/25,107246750,2144935,297895734,08,20,31,36,38,45,33
大樂透,108000059,2019/06/28,116673950,2333479,329456969,09,13,15,26,31,33,10
大樂透,108000060,2019/07/02,117815250,2356305,357040462,02,04,11,33,39,42,19
大樂透,108000061,2019/07/05,135629950,2712599,383812948,11,17,32,33,38,46,15
大樂透,108000062,2019/07/09,141694200,2833884,419921165,11,17,20,34,37,41,06
大樂透,108000063,2019/07/12,156323100,3126462,459611641,12,14,18,19,37,47,30
大樂透,108000064,2019/07/16,84702000,1694040,47433120,15,30,31,37,39,48,08
大樂透,108000065,2019/07/19,82924850,1658497,66263154,12,17,26,33,35,39,10
大樂透,108000066,2019/07/23,83025300,1660506,85839068,12,14,35,37,42,47,06
大樂透,108000067,2019/07/26,85673850,1713477,128368077,04,11,36,40,41,48,49
大樂透,108000068,2019/07/30,82571800,1651436,47794602,04,12,21,24,33,35,42
大樂透,108000069,2019/08/02,83458700,1669174,65075686,05,34,42,46,48,49,14
大樂透,108000070,2019/08/06,85758000,1715160,89447166,01,10,20,37,38,49,31
大樂透,108000071,2019/08/09,81628150,1632563,104688918,04,13,18,26,41,48,33
大樂透,108000072,2019/08/13,91846200,1836924,131774716,05,21,25,32,36,41,33
大樂透,108000073,2019/08/16,88161850,1763237,150036455,07,08,31,33,41,45,39
大樂透,108000074,2019/08/20,90206200,1804124,171662877,01,16,19,27,35,42,41
大樂透,108000075,2019/08/23,94178200,1883564,194219887,05,17,19,21,42,43,16
大樂透,108000076,2019/08/27,94807550,1896151,217574792,01,04,08,10,45,47,41
大樂透,108000077,2019/08/30,95204500,1904090,240545324,06,26,35,42,44,48,07
大樂透,108000078,2019/09/03,149665350,2993307,291233760,11,13,25,32,33,48,31
大樂透,108000079,2019/09/06,163331550,3266631,332770540,02,14,19,20,26,43,23
大樂透,108000080,2019/09/10,179257150,3585143,377676107,03,12,17,20,29,38,47
大樂透,108000081,2019/09/13,201606200,4032124,427089282,02,07,15,27,37,39,43
大樂透,108000082,2019/09/17,175195350,3503907,458002085,12,18,29,40,41,48,24
大樂透,108000083,2019/09/20,166298600,3325972,490224493,08,17,23,24,31,34,25
大樂透,108000084,2019/09/24,171829200,3436584,526138534,02,16,18,20,22,39,21
大樂透,108000085,2019/09/27,180623350,3612467,569737698,10,21,25,26,35,37,04
大樂透,108000086,2019/10/01,177136450,3542729,605859664,02,09,12,15,20,49,40
大樂透,108000087,2019/10/04,211072950,4221459,661936313,10,21,23,33,42,48,41
大樂透,108000088,2019/10/08,193476350,3869527,700010931,07,13,18,21,26,34,08
大樂透,108000089,2019/10/11,186416400,3728328,735973938,07,12,17,21,30,37,49
大樂透,108000090,2019/10/15,216350250,4327005,791991756,13,21,28,35,37,38,33
大樂透,108000091,2019/10/18,236631800,4732636,852777990,03,23,32,36,39,40,49
大樂透,108000092,2019/10/22,88907900,1778158,129590329,06,17,22,23,32,42,13
大樂透,108000093,2019/10/25,88798650,1775973,131889092,03,08,14,16,26,36,41
大樂透,108000094,2019/10/29,89151000,1783020,49924560,03,10,12,22,36,41,18
大樂透,108000095,2019/11/01,91877450,1837549,69530535,12,15,23,33,41,42,11
大樂透,108000096,2019/11/05,94101100,1882022,91183677,09,13,22,37,40,42,26
大樂透,108000097,2019/11/08,94781950,1895639,114190877,01,03,09,26,40,47,15
大樂透,108000098,2019/11/12,96147550,1922951,139204693,01,19,25,27,31,40,12
大樂透,108000099,2019/11/15,96197550,1923951,155240722,03,06,11,16,26,44,31
大樂透,108000100,2019/11/19,95574500,1911490,175501880,05,15,30,35,38,47,18
大樂透,108000101,2019/11/22,98954650,1979093,200702583,03,18,23,24,26,49,32
大樂透,108000102,2019/11/26,104264700,2085294,223598401,08,10,15,19,36,45,37
大樂透,108000103,2019/11/29,106005550,2120111,247497991,10,21,24,30,35,45,22
大樂透,108000104,2019/12/03,110737000,2214740,278576376,05,09,11,15,36,45,27
大樂透,108000105,2019/12/06,98387300,1967746,294561440,16,18,22,23,24,41,39
大樂透,108000106,2019/12/10,94408200,1888164,52868592,03,08,18,19,41,48,36
大樂透,108000107,2019/12/13,94422600,1888452,74869429,07,12,26,31,37,49,17
大樂透,108000108,2019/12/17,94365400,1887308,92458857,09,21,27,31,38,49,03
大樂透,108000109,2019/12/20,92455300,1849106,109800193,16,21,22,28,32,46,24
大樂透,108000110,2019/12/24,95794150,1915883,134676379,09,18,31,45,48,49,22
大樂透,108000111,2019/12/27,99209300,1984186,158898495,17,18,25,32,43,45,05
大樂透,108000112,2019/12/31,107159900,2143198,188928576,10,14,26,38,39,47,08
大樂透,109000001,2020/01/03,112729500,2254590,217079550,16,18,19,29,30,47,10
大樂透,109000002,2020/01/07,117529800,2350596,248835825,01,05,08,15,16,38,07
大樂透,109000003,2020/01/10,121991550,2439831,266131509,04,07,12,17,33,38,11
大樂透,109000004,2020/01/14,125272850,2505457,290316408,07,20,34,37,38,47,18
大樂透,109000005,2020/01/17,101544800,2030896,56865088,07,09,20,42,44,45,08
大樂透,109000006,2020/01/21,113399400,2267988,87126132,17,22,30,38,44,48,36
大樂透,109000007,2020/01/23,204098200,4081964,166038100,13,18,23,30,44,48,37
大樂透,109000008,2020/01/24,325385850,6507717,283021745,07,13,18,21,38,44,03
大樂透,109000009,2020/01/25,334410750,6688215,356160843,05,13,16,31,41,45,09
大樂透,109000010,2020/01/26,272057600,5441152,152352256,03,28,29,35,41,47,48
大樂透,109000011,2020/01/27,271906500,5438130,222330306,09,12,23,33,39,45,24
大樂透,109000012,2020/01/28,258492800,5169856,144755968,02,03,13,20,28,38,40
大樂透,109000013,2020/01/29,233721100,4674422,186410089,01,04,09,14,15,49,32
大樂透,109000014,2020/01/30,196005600,3920112,213158234,06,24,35,41,46,49,09
大樂透,109000015,2020/01/31,201643450,4032869,266408319,14,16,19,28,32,49,01
大樂透,109000016,2020/02/01,169354550,3387091,290933881,02,10,12,20,26,34,28
大樂透,109000017,2020/02/02,166727000,3334540,321739250,03,16,17,30,33,37,29
大樂透,109000018,2020/02/04,196123800,3922476,373603908,03,23,27,28,37,48,08
大樂透,109000019,2020/02/07,312088850,6241777,479436856,05,15,19,22,30,42,31
大樂透,109000020,2020/02/11,106341000,2126820,59550960,09,22,23,37,43,46,38
大樂透,109000021,2020/02/14,98418100,1968362,80227259,07,13,23,33,35,36,09
大樂透,109000022,2020/02/18,94895950,1897919,99648079,04,13,31,35,37,42,49
大樂透,109000023,2020/02/21,96951350,1939027,122931370,13,15,27,34,35,39,31
大樂透,109000024,2020/02/25,99363550,1987271,147906693,01,02,08,44,47,48,09
大樂透,109000025,2020/02/28,95849900,1916998,169048689,02,09,18,27,46,48,25
大樂透,109000026,2020/03/03,102806950,2056139,193246561,08,10,11,17,28,42,40
大樂透,109000027,2020/03/06,106298750,2125975,215749979,08,12,13,15,16,30,45
大樂透,109000028,2020/03/10,107597850,2151957,235920530,01,04,12,25,34,37,42
大樂透,109000029,2020/03/13,111214750,2224295,261863750,14,22,32,33,34,49,31
大樂透,109000030,2020/03/17,118244050,2364881,293730633,10,17,28,29,43,47,04
大樂透,109000031,2020/03/20,119285700,2385714,323361132,01,08,13,43,46,48,29
大樂透,109000032,2020/03/24,128420500,2568410,360029694,10,12,16,29,41,45,01
大樂透,109000033,2020/03/27,130339200,2606784,382952984,02,08,10,16,23,49,41
大樂透,109000034,2020/03/31,139016350,2780327,418426949,06,21,26,34,36,49,23
大樂透,109000035,2020/04/03,144836250,2896725,451596439,02,17,32,43,45,47,34
大樂透,109000036,2020/04/07,160493200,3209864,499457170,04,07,12,18,27,44,23
大樂透,109000037,2020/04/10,177317050,3546341,533444494,13,33,41,47,48,49,01
大樂透,109000038,2020/04/14,204844400,4096888,589506019,17,19,21,26,33,45,12
大樂透,109000039,2020/04/17,215194250,4303885,642414103,01,21,31,33,42,44,22
大樂透,109000040,2020/04/21,228081800,4561636,701832806,01,02,29,33,45,47,39
大樂透,109000041,2020/04/24,258353200,5167064,774581532,07,10,14,15,17,39,45
大樂透,109000042,2020/04/28,302794450,6055889,859329281,16,29,36,39,43,48,42
大樂透,109000043,2020/05/01,335962500,6719250,953421856,05,18,25,34,48,49,45
大樂透,109000044,2020/05/05,408765450,8175309,1070088576,17,19,24,36,43,49,26
大樂透,109000045,2020/05/08,91910100,1838202,51469656,08,09,10,24,27,31,33
大樂透,109000046,2020/05/12,89934700,1798694,68226320,01,05,08,11,35,36,26
大樂透,109000047,2020/05/15,92602600,1852052,84013991,06,11,31,40,42,45,43
大樂透,109000048,2020/05/19,85076850,1701537,105485328,27,32,33,40,43,44,37
大樂透,109000049,2020/05/22,77737900,1554758,125429670,03,07,10,13,39,46,29
大樂透,109000050,2020/05/26,93659850,1873197,146210284,01,05,25,29,33,38,19
大樂透,109000051,2020/05/29,93617050,1872341,165307171,31,35,39,40,45,49,41
大樂透,109000052,2020/06/02,99272500,1985450,192285504,01,06,22,25,33,48,19
大樂透,109000053,2020/06/05,87783950,1755679,50868967,03,05,08,24,26,49,19
大樂透,109000054,2020/06/09,124961400,2499228,89203029,08,17,28,35,36,47,41
大樂透,109000055,2020/06/12,139967600,2799352,126588819,01,06,28,30,33,48,27
大樂透,109000056,2020/06/16,142703600,2854072,160593624,06,13,20,23,29,46,42
大樂透,109000057,2020/06/19,133453900,2669078,74734184,01,15,16,25,43,46,06
大樂透,109000058,2020/06/23,139006850,2780137,109169790,01,02,16,22,27,45,13
大樂透,109000059,2020/06/26,140647400,2812948,141275751,10,12,16,37,40,41,05
大樂透,109000060,2020/06/30,134411400,2688228,169667082,26,29,31,43,46,49,06
大樂透,109000061,2020/07/03,132409000,2648180,202988683,13,19,20,24,40,45,33
大樂透,109000062,2020/07/07,123656950,2473139,76598400,04,17,22,34,44,46,13
大樂透,109000063,2020/07/10,144508300,2890166,109634399,04,05,22,27,46,49,41
大樂透,109000064,2020/07/14,97885800,1957716,118936718,04,10,24,29,32,49,43
大樂透,109000065,2020/07/17,100394250,2007885,144200865,05,06,15,25,30,41,29
大樂透,109000066,2020/07/21,110339800,2206796,172863898,03,16,25,31,33,36,14
大樂透,109000067,2020/07/24,105311850,2106237,62557140,02,20,21,24,35,37,09
大樂透,109000068,2020/07/28,112512300,2250246,83837869,08,10,22,23,29,35,02
大樂透,109000069,2020/07/31,105580350,2111607,100777981,16,17,18,19,33,45,25
大樂透,109000070,2020/08/04,94547300,1890946,118490825,01,05,11,19,31,33,06
大樂透,109000071,2020/08/07,100064950,2001299,138022437,06,09,19,40,44,45,01
大樂透,109000072,2020/08/11,98684050,1973681,160436250,08,12,40,42,44,47,05
大樂透,109000073,2020/08/14,93841900,1876838,52551464,16,20,24,25,31,33,37
大樂透,109000074,2020/08/18,96042400,1920848,75850921,04,22,30,43,45,47,15
大樂透,109000075,2020/08/21,94040400,1880808,96235298,05,14,40,44,45,46,32
大樂透,109000076,2020/08/25,94227850,1884557,118861589,02,23,28,35,46,48,33
大樂透,109000077,2020/08/28,90594650,1811893,140232941,13,14,19,22,23,36,24
大樂透,109000078,2020/09/01,94495850,1889917,161612636,01,02,06,08,38,43,24
大樂透,109000079,2020/09/04,90061650,1801233,50434524,02,09,11,13,39,43,35
大樂透,109000080,2020/09/08,91831650,1836633,72006841,01,02,09,20,26,48,36
大樂透,109000081,2020/09/11,91015550,1820311,91731766,01,26,29,39,48,49,09
大樂透,109000082,2020/09/15,129190700,2583814,142950291,07,16,29,32,37,48,21
大樂透,109000083,2020/09/18,135939600,2718792,76126176,03,29,30,32,43,44,35
大樂透,109000084,2020/09/22,143541350,2870827,114153360,03,04,05,08,24,29,07
大樂透,109000085,2020/09/25,140824850,2816497,145972769,10,31,35,36,39,48,27
大樂透,109000086,2020/09/29,144291100,2885822,80803016,01,07,08,33,42,47,31
大樂透,109000087,2020/10/02,148721150,2974423,114256077,11,15,16,18,24,26,46
大樂透,109000088,2020/10/06,135703200,2714064,139845929,04,05,22,23,34,40,37
大樂透,109000089,2020/10/09,128523150,2570463,164734030,02,07,19,25,42,47,06
大樂透,109000090,2020/10/13,130870750,2617415,193359740,01,03,15,27,39,41,20
大樂透,109000091,2020/10/16,140227550,2804551,78527428,07,25,28,33,44,47,19
大樂透,109000092,2020/10/20,94529850,1890597,85009726,05,17,18,28,30,39,13
大樂透,109000093,2020/10/23,89608450,1792169,102944897,03,09,20,25,26,35,39
大樂透,109000094,2020/10/27,94887600,1897752,124856285,02,09,19,28,30,32,35
大樂透,109000095,2020/10/30,95257250,1905145,147572604,06,10,13,19,40,45,07
大樂透,109000096,2020/11/03,97939850,1958797,170789803,06,11,15,30,32,44,29
大樂透,109000097,2020/11/06,97070750,1941415,189730554,05,09,25,39,44,46,02
大樂透,109000098,2020/11/10,101857750,2037155,214273474,05,17,19,21,28,29,43
大樂透,109000099,2020/11/13,99967500,1999350,237920717,07,09,12,15,25,29,47
大樂透,109000100,2020/11/17,111094650,2221893,260102180,06,14,18,20,38,41,29
大樂透,109000101,2020/11/20,113121400,2262428,288197980,16,27,29,35,37,48,31
大樂透,109000102,2020/11/24,120024550,2400491,318009096,05,29,36,38,44,45,23
大樂透,109000103,2020/11/27,122995950,2459919,343555754,01,19,26,30,35,48,11
大樂透,109000104,2020/12/01,128165450,2563309,373017634,04,22,29,37,44,49,30
大樂透,109000105,2020/12/04,133568350,2671367,407657804,02,13,27,30,41,44,40
大樂透,109000106,2020/12/08,147384450,2947689,446570730,02,04,10,15,31,45,17
大樂透,109000107,2020/12/11,163626200,3272524,488155897,08,17,36,37,42,43,34
大樂透,109000108,2020/12/15,94563400,1891268,55707588,02,06,17,21,43,48,41
大樂透,109000109,2020/12/18,94490400,1889808,81545792,02,11,24,26,30,41,01
大樂透,109000110,2020/12/22,97014700,1940294,98501736,20,22,25,30,31,45,02
大樂透,109000111,2020/12/25,98968150,1979363,121233362,01,05,06,19,29,30,39
大樂透,109000112,2020/12/29,103282100,2065642,140907848,10,14,33,34,35,39,40
大樂透,110000001,2021/01/01,103412200,2068244,166754537,05,37,41,42,46,49,18
大樂透,110000002,2021/01/05,108684300,2173686,196698733,08,13,17,20,43,48,38
大樂透,110000003,2021/01/08,103188250,2063765,213044660,04,18,24,26,43,47,33
大樂透,110000004,2021/01/12,112253250,2245065,242884092,01,10,20,28,37,44,33
大樂透,110000005,2021/01/15,121379850,2427597,272542688,03,04,08,11,42,44,21
大樂透,110000006,2021/01/19,125639650,2512793,300557371,15,29,31,33,41,47,37
大樂透,110000007,2021/01/22,126627250,2532545,331235098,07,30,34,36,45,46,43
大樂透,110000008,2021/01/26,139777100,2795542,369316708,08,20,23,37,43,46,44
大樂透,110000009,2021/01/29,140259900,2805198,399250603,14,22,30,31,39,40,49
大樂透,110000010,2021/02/02,152594950,3051899,439835913,14,34,35,38,43,47,40
大樂透,110000011,2021/02/05,162752400,3255048,487350045,05,09,19,31,33,35,32
大樂透,110000012,2021/02/09,313198450,6263969,602724776,01,03,06,12,27,43,02
大樂透,110000013,2021/02/10,251511100,5030222,621486856,03,18,24,34,41,42,37
大樂透,110000014,2021/02/11,301020800,6020416,203080144,07,17,18,26,41,47,39
大樂透,110000015,2021/02/12,341992150,6839843,221338525,05,06,10,12,44,48,36
大樂透,110000016,2021/02/13,303947950,6078959,200352714,13,30,37,40,43,46,05
大樂透,110000017,2021/02/14,294178900,5883578,199865078,01,12,16,17,38,45,32
大樂透,110000018,2021/02/15,287156150,5743123,204023720,04,08,10,18,33,40,02
大樂透,110000019,2021/02/16,289074300,5781486,161881608,01,09,11,12,37,46,43
大樂透,110000020,2021/02/17,220763650,4415273,182698810,02,13,24,26,45,49,10
大樂透,110000021,2021/02/18,202813350,4056267,113575476,01,03,09,41,42,48,27
大樂透,110000022,2021/02/19,207620100,4152402,167357327,02,28,31,36,40,45,24
大樂透,110000023,2021/02/20,177029700,3540594,103013638,01,06,10,11,26,47,22
大樂透,110000024,2021/02/21,169312650,3386253,127466198,09,18,25,27,32,39,40
大樂透,110000025,2021/02/23,182554700,3651094,172395666,01,06,18,19,20,42,43
大樂透,110000026,2021/02/26,169818950,3396379,95098612,04,13,22,23,39,42,26
大樂透,110000027,2021/03/02,110963950,2219279,147384106,05,07,11,24,27,30,12
大樂透,110000028,2021/03/05,109363800,2187276,65740788,06,08,14,29,38,48,35
大樂透,110000029,2021/03/09,107335700,2146714,80919040,08,09,13,29,36,46,23
大樂透,110000030,2021/03/12,105193750,2103875,102332517,08,21,26,30,33,46,45
大樂透,110000031,2021/03/16,105757800,2115156,129733013,08,19,22,24,30,43,13
大樂透,110000032,2021/03/19,101713650,2034273,149398888,07,19,28,35,38,48,08
大樂透,110000033,2021/03/23,102276200,2045524,173095831,02,15,28,43,45,49,35
大樂透,110000034,2021/03/26,95320400,1906408,133640079,15,21,24,30,37,38,34
大樂透,110000035,2021/03/30,94859400,1897188,58625679,17,22,23,25,31,33,03
大樂透,110000036,2021/04/02,90791750,1815835,75547749,17,21,25,30,40,42,26
大樂透,110000037,2021/04/06,93573450,1871469,93349999,01,22,26,28,34,38,35
大樂透,110000038,2021/04/09,94810300,1896206,117091160,06,09,18,25,29,35,46
大樂透,110000039,2021/04/13,100361250,2007225,140784054,11,25,31,32,35,42,41
大樂透,110000040,2021/04/16,100893150,2017863,168432754,07,10,16,21,33,46,02
大樂透,110000041,2021/04/20,95786550,1915731,138231551,05,07,09,15,24,26,12
大樂透,110000042,2021/04/23,92383700,1847674,52956310,18,20,23,32,37,46,39
大樂透,110000043,2021/04/27,93887450,1877749,74350983,05,08,20,23,34,39,31
大樂透,110000044,2021/04/30,91803550,1836071,95276229,04,14,22,42,46,47,21
大樂透,110000045,2021/05/04,95356700,1907134,121406835,05,15,17,19,27,37,42
大樂透,110000046,2021/05/07,95471850,1909437,143812746,12,22,26,35,36,49,32
大樂透,110000047,2021/05/11,97963050,1959261,168718582,05,07,09,27,35,42,19
大樂透,110000048,2021/05/14,94365800,1887316,186709819,02,13,14,30,43,48,17
大樂透,110000049,2021/05/18,84246850,1684937,192964866,11,15,16,18,35,43,46
大樂透,110000050,2021/05/21,80050800,1601016,212833211,02,04,25,26,27,29,41
大樂透,110000051,2021/05/25,79210100,1584202,227860090,15,31,38,44,46,48,21
大樂透,110000052,2021/05/28,81865200,1637304,249578523,04,12,18,23,43,46,07
大樂透,110000053,2021/06/01,79730150,1594603,266301134,01,02,09,26,35,41,46
大樂透,110000054,2021/06/04,86061650,1721233,287275614,07,08,24,28,32,41,10
大樂透,110000055,2021/06/08,87159350,1743187,304405066,04,06,26,36,38,47,43
大樂透,110000056,2021/06/11,94803300,1896066,327754640,07,09,16,23,27,44,46
大樂透,110000057,2021/06/15,95535800,1910716,348273411,09,11,23,34,41,45,49
大樂透,110000058,2021/06/18,102028350,2040567,376321652,02,18,22,25,41,43,14
大樂透,110000059,2021/06/22,95667150,1913343,393248628,14,17,27,43,45,48,41
大樂透,110000060,2021/06/25,73013200,1460264,40887392,01,04,09,37,38,41,40
大樂透,110000061,2021/06/29,71746400,1434928,56721969,01,23,25,30,38,45,14
大樂透,110000062,2021/07/02,77381950,1547639,78864651,04,09,11,25,27,29,22
大樂透,110000063,2021/07/06,76794650,1535893,92907358,13,19,25,32,42,44,02
大樂透,110000064,2021/07/09,79796100,1595922,110822645,03,13,24,26,27,29,09
大樂透,110000065,2021/07/13,77473450,1549469,124740354,09,14,17,23,33,48,04
大樂透,110000066,2021/07/16,85372400,1707448,145043010,13,16,17,19,39,44,42
大樂透,110000067,2021/07/20,87073000,1741460,169313630,01,08,32,41,44,49,23
大樂透,110000068,2021/07/23,90403050,1808061,193112722,07,15,23,24,31,38,09
大樂透,110000069,2021/07/27,97688450,1953769,213976666,03,28,30,42,43,46,15
大樂透,110000070,2021/07/30,101027250,2020545,234886949,02,15,19,29,43,46,23
大樂透,110000071,2021/08/03,106650300,2133006,261613366,17,27,30,38,42,44,24
大樂透,110000072,2021/08/06,108947150,2178943,287743279,03,04,15,29,32,39,38
大樂透,110000073,2021/08/10,128894900,2577898,325619782,01,03,16,17,24,25,46
大樂透,110000074,2021/08/13,140148700,2802974,358675512,05,06,19,24,33,41,03
大樂透,110000075,2021/08/17,167696300,3353926,403997951,02,11,29,33,41,44,40
大樂透,110000076,2021/08/20,191937500,3838750,460142697,03,06,11,13,18,37,46
大樂透,110000077,2021/08/24,265428850,5308577,540088355,01,05,17,36,40,41,38
大樂透,110000078,2021/08/27,286210600,5724212,611643498,08,11,16,32,35,43,41
大樂透,110000079,2021/08/31,101978950,2039579,57108212,07,14,23,43,47,49,48
大樂透,110000080,2021/09/03,96269650,1925393,78701987,01,18,21,24,32,41,12
大樂透,110000081,2021/09/07,137431100,2748622,124454776,04,20,26,27,45,48,37
大樂透,110000082,2021/09/10,160981100,3219622,169641912,01,05,15,16,28,41,44
大樂透,110000083,2021/09/14,163948700,3278974,208671137,09,13,18,22,40,41,49
大樂透,110000084,2021/09/17,173195550,3463911,241031297,07,12,18,35,37,45,44
大樂透,110000085,2021/09/21,198049250,3960985,294488053,02,13,16,28,31,34,21
大樂透,110000086,2021/09/24,167054550,3341091,321012156,04,10,21,30,39,42,22
大樂透,110000087,2021/09/28,132878250,2657565,77193738,23,24,27,36,47,49,40
大樂透,110000088,2021/10/01,130938200,2618764,109752018,02,09,16,22,41,49,07
大樂透,110000089,2021/10/05,126040450,2520809,129961485,01,03,11,23,46,47,45
大樂透,110000090,2021/10/08,128872650,2577453,159266183,18,19,20,34,37,44,10
大樂透,110000091,2021/10/12,121293300,2425866,187200066,01,06,14,26,28,31,30
大樂透,110000092,2021/10/15,118223850,2364477,208340050,02,12,21,25,26,37,10
大樂透,110000093,2021/10/19,90310500,1806210,50573880,20,21,26,35,39,47,16
大樂透,110000094,2021/10/22,85186650,1703733,72692392,08,13,25,27,38,46,12
大樂透,110000095,2021/10/26,87322000,1746440,127369810,14,18,21,26,47,49,30
大樂透,110000096,2021/10/29,88201600,1764032,133008828,02,09,17,28,36,42,46
大樂透,110000097,2021/11/02,88442400,1768848,52668453,01,12,17,21,37,43,47
大樂透,110000098,2021/11/05,89799800,1795996,69620326,16,18,26,30,40,44,13
大樂透,110000099,2021/11/09,88305450,1766109,90158010,09,14,20,26,39,42,05
大樂透,110000100,2021/11/12,89071050,1781421,110890284,02,03,25,27,37,47,26
大樂透,110000101,2021/11/16,90721500,1814430,132117841,06,23,34,41,43,44,38
大樂透,110000102,2021/11/19,91901400,1838028,150920050,13,15,16,17,23,36,29
大樂透,110000103,2021/11/23,90783900,1815678,171876198,06,07,13,32,33,37,42
大樂透,110000104,2021/11/26,92442900,1848858,194931107,10,15,16,21,22,30,14
大樂透,110000105,2021/11/30,99283000,1985660,220513113,09,10,26,31,40,49,08
大樂透,110000106,2021/12/03,101265750,2025315,237359394,08,13,14,35,36,41,05
大樂透,110000107,2021/12/07,88833300,1776666,51357947,19,21,30,43,44,48,08
大樂透,110000108,2021/12/10,90634750,1812695,75709207,03,15,21,24,27,40,13
大樂透,110000109,2021/12/14,89660300,1793206,92745552,07,14,21,27,30,36,43
大樂透,110000110,2021/12/17,88265800,1765316,112456569,02,11,30,35,37,40,13
大樂透,110000111,2021/12/21,82579500,1651590,130894780,04,05,27,31,44,48,33
大樂透,110000112,2021/12/24,93589300,1871786,155177034,02,07,11,19,27,44,22
大樂透,110000113,2021/12/28,95452150,1909043,174969044,01,02,08,11,21,45,16
大樂透,110000114,2021/12/31,105089600,2101792,197734931,05,09,14,28,34,37,35
大樂透,111000001,2022/01/04,108721050,2174421,220915175,03,04,07,19,22,43,36
大樂透,111000002,2022/01/07,108241850,2164837,242152133,06,09,15,31,38,39,25
大樂透,111000003,2022/01/11,116919750,2338395,270493316,10,11,13,17,36,49,41
大樂透,111000004,2022/01/14,115802950,2316059,292057967,05,13,14,24,26,35,39
大樂透,111000005,2022/01/18,123585650,2471713,322912516,19,22,33,35,38,48,11
大樂透,111000006,2022/01/21,123291000,2465820,348562859,15,26,27,34,37,42,47
大樂透,111000007,2022/01/25,139144100,2782882,387473742,02,09,10,15,27,35,44
大樂透,111000008,2022/01/28,244971050,4899421,474059452,07,12,36,41,42,44,29
大樂透,111000009,2022/01/29,153718600,3074372,90441068,01,02,20,23,26,34,19
大樂透,111000010,2022/01/30,189671950,3793439,138128081,03,08,15,20,22,23,36
大樂透,111000011,2022/01/31,297457700,5949154,235649428,04,14,32,33,43,44,49
大樂透,111000012,2022/02/01,321300500,6426010,319513779,08,25,34,44,45,47,24
大樂透,111000013,2022/02/02,293162050,5863241,164170748,06,11,18,23,33,41,39
大樂透,111000014,2022/02/03,264235300,5284706,211307869,05,09,18,22,34,36,11
大樂透,111000015,2022/02/04,316181350,6323627,292160294,01,18,21,29,36,38,16
大樂透,111000016,2022/02/05,253771750,5075435,142112180,02,04,13,36,41,49,16
