遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,特別號
大樂透,111000017,2022/02/06,241425450,4828509,194036023,12,24,29,34,38,42,33
大樂透,111000018,2022/02/07,210669600,4213392,235682107,03,18,23,32,40,45,38
大樂透,111000019,2022/02/08,218520600,4370412,291662109,05,23,29,33,38,49,24
大樂透,111000020,2022/02/09,185438100,3708762,314266144,02,07,11,18,35,45,25
大樂透,111000021,2022/02/10,198858000,3977160,363158697,01,22,25,27,41,44,03
大樂透,111000022,2022/02/11,233540200,4670804,423236952,23,24,30,42,44,46,48
大樂透,111000023,2022/02/15,307385250,6147705,172135740,18,23,26,27,40,42,03
大樂透,111000024,2022/02/18,112345600,2246912,133418398,16,20,36,39,47,48,35
大樂透,111000025,2022/02/22,101461600,2029232,154870221,03,21,22,34,37,40,05
大樂透,111000026,2022/02/25,108713600,2174272,183465926,17,18,21,26,38,49,20
大樂透,111000027,2022/03/01,112393500,2247870,213650214,07,17,19,24,31,45,38
大樂透,111000028,2022/03/04,100333300,2006666,135342537,01,03,18,29,30,31,26
大樂透,111000029,2022/03/08,95331400,1906628,53385584,13,14,16,19,30,44,20
大樂透,111000030,2022/03/11,96206150,1924123,77266094,03,04,08,15,21,24,29
大樂透,111000031,2022/03/15,95362850,1907257,93439062,01,31,33,37,46,47,36
大樂透,111000032,2022/03/18,93116000,1862320,118750291,02,15,21,26,42,44,45
大樂透,111000033,2022/03/22,91616950,1832339,137814985,07,21,26,36,43,49,16
大樂透,111000034,2022/03/25,93328300,1866566,162466287,14,17,22,45,47,49,26
大樂透,111000035,2022/03/29,94675300,1893506,185420551,16,21,24,27,29,43,41
大樂透,111000036,2022/04/01,89828500,1796570,136244586,03,10,11,20,34,38,04
大樂透,111000037,2022/04/05,84785500,1695710,47479880,08,15,24,27,31,33,13
大樂透,111000038,2022/04/08,92704950,1854099,68705977,10,15,19,29,31,44,23
大樂透,111000039,2022/04/12,91646250,1832925,89640870,14,17,18,22,40,42,37
大樂透,111000040,2022/04/15,92363000,1847260,111341504,02,09,11,14,15,30,22
大樂透,111000041,2022/04/19,88335450,1766709,125531241,04,05,18,20,30,41,23
大樂透,111000042,2022/04/22,94713050,1894261,148289011,03,28,32,36,47,49,16
大樂透,111000043,2022/04/26,95515250,1910305,168455319,12,31,32,42,43,49,36
大樂透,111000044,2022/04/29,94821050,1896421,192729985,12,14,18,25,44,48,45
大樂透,111000045,2022/05/03,93692500,1873850,216788247,14,16,18,19,21,23,03
大樂透,111000046,2022/05/06,102703600,2054072,239741399,01,05,19,28,45,49,29
大樂透,111000047,2022/05/10,103455050,2069101,263566664,02,11,20,24,32,48,27
大樂透,111000048,2022/05/13,103214850,2064297,285692550,10,24,27,36,37,48,29
大樂透,111000049,2022/05/17,129144200,2582884,326941681,09,22,28,29,34,37,36
大樂透,111000050,2022/05/20,122914350,2458287,68832036,05,08,12,22,42,49,46
大樂透,111000051,2022/05/24,115387250,2307745,137761483,04,19,24,35,45,46,02
大樂透,111000052,2022/05/27,107127800,2142556,59991568,04,11,18,37,39,46,27
大樂透,111000053,2022/05/31,116019750,2320395,90052701,10,11,17,25,27,28,31
大樂透,111000054,2022/06/03,132132200,2642644,140655266,04,11,39,42,43,48,44
大樂透,111000055,2022/06/07,107003200,2140064,62564499,04,17,18,19,31,44,46
大樂透,111000056,2022/06/10,110257850,2205157,87590297,05,10,13,28,29,38,34
大樂透,111000057,2022/06/14,107659950,2153199,110128172,03,09,20,28,29,47,35
大樂透,111000058,2022/06/17,105688750,2113775,131222174,07,11,28,30,46,47,48
大樂透,111000059,2022/06/21,106286300,2125726,156652656,03,14,20,34,41,44,43
大樂透,111000060,2022/06/24,109375200,2187504,61250112,03,18,26,29,40,43,13
大樂透,111000061,2022/06/28,81713700,1634274,127345002,21,24,25,41,42,45,34
大樂透,111000062,2022/07/01,81550050,1631001,49307090,14,20,29,32,34,43,02
大樂透,111000063,2022/07/05,81193250,1623865,64972106,03,08,26,38,45,47,35
大樂透,111000064,2022/07/08,84913150,1698263,86712179,05,09,15,35,40,44,10
大樂透,111000065,2022/07/12,86204400,1724088,106951974,07,14,17,20,29,45,30
大樂透,111000066,2022/07/15,86214350,1724287,122037620,14,15,27,41,43,49,39
大樂透,111000067,2022/07/19,87714050,1754281,146004834,09,16,23,29,40,41,43
大樂透,111000068,2022/07/22,92519900,1850398,168197168,11,12,24,30,33,38,31
大樂透,111000069,2022/07/26,94748400,1894968,189282353,10,12,17,27,29,39,47
大樂透,111000070,2022/07/29,98051500,1961030,210353143,12,18,19,21,33,37,15
大樂透,111000071,2022/08/02,101584050,2031681,234524904,02,26,28,29,37,48,05
大樂透,111000072,2022/08/05,106848950,2136979,260340999,05,18,21,30,43,46,26
大樂透,111000073,2022/08/09,89739350,1794787,131356943,09,11,21,23,30,33,34
大樂透,111000074,2022/08/12,87808300,1756166,49172648,04,07,15,21,37,43,05
大樂透,111000075,2022/08/16,89318650,1786373,69430076,01,07,11,16,18,31,24
大樂透,111000076,2022/08/19,88712300,1774246,86627718,03,04,10,21,28,41,15
大樂透,111000077,2022/08/23,89684250,1793685,105979753,06,23,24,25,47,49,05
大樂透,111000078,2022/08/26,88354950,1767099,120791842,04,16,17,30,38,42,05
大樂透,111000079,2022/08/30,123737050,2474741,160921459,05,08,16,27,35,45,37
大樂透,111000080,2022/09/02,133915750,2678315,193386008,20,23,25,36,43,45,38
大樂透,111000081,2022/09/06,144039550,2880791,150570492,26,32,35,36,38,49,39
大樂透,111000082,2022/09/09,162660900,3253218,91090104,07,15,17,28,36,39,01
大樂透,111000083,2022/09/13,149583750,2991675,149792742,07,10,15,21,34,48,38
大樂透,111000084,2022/09/16,134216800,2684336,75161408,02,06,07,27,31,44,28
大樂透,111000085,2022/09/20,122718650,2454373,97635978,11,13,24,29,35,43,01
大樂透,111000086,2022/09/23,119889950,2397799,121456362,02,12,30,31,44,48,46
大樂透,111000087,2022/09/27,115137450,2302749,148356103,10,17,28,34,40,43,29
大樂透,111000088,2022/09/30,118512300,2370246,176272632,05,12,18,28,34,39,24
大樂透,111000089,2022/10/04,120998250,2419965,203451048,13,14,23,34,43,49,44
大樂透,111000090,2022/10/07,138796550,2775931,243234296,05,10,15,16,26,30,12
大樂透,111000091,2022/10/11,110632900,2212658,252144871,01,03,23,25,42,46,02
大樂透,111000092,2022/10/14,111130550,2222611,276948134,01,11,13,25,32,36,30
大樂透,111000093,2022/10/18,112232600,2244652,302441218,01,14,27,38,39,47,49
大樂透,111000094,2022/10/21,120008000,2400160,336244750,11,20,36,37,42,49,03
大樂透,111000095,2022/10/25,128614900,2572298,367450036,18,32,36,43,48,49,23
大樂透,111000096,2022/10/28,139172200,2783444,406867997,17,18,19,23,25,32,26
大樂透,111000097,2022/11/01,146406450,2928129,440371080,17,24,28,32,34,40,03
大樂透,111000098,2022/11/04,176692250,3533845,494931070,11,21,23,30,36,47,06
大樂透,111000099,2022/11/08,229081150,4581623,564769338,15,18,37,39,44,47,43
大樂透,111000100,2022/11/11,100582350,2011647,56326116,02,10,19,20,36,48,37
大樂透,111000101,2022/11/15,95845950,1916919,78610656,19,20,26,29,34,39,04
大樂透,111000102,2022/11/18,94738400,1894768,102308220,10,17,27,37,44,45,22
大樂透,111000103,2022/11/22,96014250,1920285,121316096,05,13,18,24,27,48,32
大樂透,111000104,2022/11/25,93951250,1879025,143405145,14,15,20,26,35,41,36
大樂透,111000105,2022/11/29,100168150,2003363,170420794,06,21,34,37,46,49,18
大樂透,111000106,2022/12/02,91817100,1836342,56762878,08,22,28,40,41,45,34
大樂透,111000107,2022/12/06,96547500,1930950,132311180,10,15,27,32,39,42,28
大樂透,111000108,2022/12/09,93163300,1863266,52171448,10,16,22,40,45,48,31
大樂透,111000109,2022/12/13,91261900,1825238,77002868,06,09,12,14,33,47,34
大樂透,111000110,2022/12/16,90360750,1807215,95518877,06,11,12,40,47,49,28
大樂透,111000111,2022/12/20,94578550,1891571,120724482,03,04,12,16,29,32,39
大樂透,111000112,2022/12/23,94859950,1897199,136110589,09,13,32,34,35,39,01
大樂透,111000113,2022/12/27,99390100,1987802,162318012,03,11,16,21,22,39,04
大樂透,111000114,2022/12/30,95823150,1916463,57093394,05,08,14,17,20,46,07
大樂透,112000001,2023/01/03,97465800,1949316,71749322,02,04,08,19,24,39,28
大樂透,112000002,2023/01/06,99678950,1993579,91799689,19,22,29,36,43,46,30
大樂透,112000003,2023/01/10,108667150,2173343,123350345,15,21,22,30,41,42,24
大樂透,112000004,2023/01/13,113280950,2265619,154571437,05,21,23,24,40,44,17
大樂透,112000005,2023/01/17,123175000,2463500,181841289,05,17,23,24,36,42,16
大樂透,112000006,2023/01/20,267054950,5341099,291219749,16,25,27,31,34,42,06
大樂透,112000007,2023/01/21,274091150,5481823,153491044,01,05,16,21,23,25,30
大樂透,112000008,2023/01/22,313055850,6261117,230903540,06,08,10,22,27,29,23
大樂透,112000009,2023/01/23,290979900,5819598,205894502,07,10,18,23,34,35,09
大樂透,112000010,2023/01/24,274825800,5496516,153902448,02,04,18,20,30,32,10
大樂透,112000011,2023/01/25,273600200,5472004,210461007,02,03,08,23,24,27,14
大樂透,112000012,2023/01/26,265896950,5317939,256924630,10,12,13,21,40,42,49
大樂透,112000013,2023/01/27,260596200,5211924,319084325,04,13,28,33,38,39,42
大樂透,112000014,2023/01/28,238148400,4762968,360143060,01,19,23,30,35,48,45
大樂透,112000015,2023/01/29,259100650,5182013,425715145,02,08,09,15,27,31,42
大樂透,112000016,2023/01/30,193300300,3866006,112273368,07,18,23,39,41,43,25
大樂透,112000017,2023/01/31,189891700,3797834,148508973,01,26,33,36,40,42,37
大樂透,112000018,2023/02/01,164876100,3297522,178783641,05,08,19,23,33,46,48
大樂透,112000019,2023/02/02,155528050,3110561,89955020,08,13,19,21,31,45,37
大樂透,112000020,2023/02/03,155974350,3119487,128609264,03,14,25,29,44,45,46
大樂透,112000021,2023/02/04,125455200,2509104,142370913,02,14,20,21,22,49,38
大樂透,112000022,2023/02/05,125314000,2506280,170517808,05,19,25,33,38,42,41
大樂透,112000023,2023/02/07,105373100,2107462,187290632,03,08,11,18,28,47,05
大樂透,112000024,2023/02/10,123595800,2471916,214967687,07,11,24,28,33,46,03
大樂透,112000025,2023/02/14,129510800,2590216,244373838,11,22,23,30,31,49,14
大樂透,112000026,2023/02/17,132799800,2655996,275367373,07,09,14,16,26,33,27
大樂透,112000027,2023/02/21,148594750,2971895,310472297,01,05,06,11,26,46,41
大樂透,112000028,2023/02/24,155111850,3102237,346027138,15,38,39,40,45,48,02
大樂透,112000029,2023/02/28,162276300,3245526,386840859,02,11,25,26,27,35,10
大樂透,112000030,2023/03/03,185112800,3702256,430381043,13,16,18,22,34,42,14
大樂透,112000031,2023/03/07,113878750,2277575,67089177,13,17,23,25,32,41,16
大樂透,112000032,2023/03/10,103754200,2075084,89031163,15,19,29,32,39,40,35
大樂透,112000033,2023/03/14,100873350,2017467,140256683,03,04,11,12,20,37,05
大樂透,112000034,2023/03/17,96418800,1928376,134804784,06,07,10,24,29,40,16
大樂透,112000035,2023/03/21,97719700,1954394,56244170,03,11,20,30,41,45,28
大樂透,112000036,2023/03/24,94643250,1892865,74139190,02,14,26,34,40,46,13
大樂透,112000037,2023/03/28,91412650,1828253,96480482,03,10,26,35,37,44,15
大樂透,112000038,2023/03/31,93769950,1875399,116551970,10,22,26,29,45,47,41
大樂透,112000039,2023/04/04,92955700,1859114,141865041,10,19,21,33,35,47,09
大樂透,112000040,2023/04/07,98282050,1965641,167865577,04,11,20,25,32,39,30
大樂透,112000041,2023/04/11,104383550,2087671,187112005,09,12,30,31,33,37,25
大樂透,112000042,2023/04/14,104336700,2086734,208998619,10,22,23,35,46,49,02
大樂透,112000043,2023/04/18,108820550,2176411,235425163,06,08,10,28,41,43,45
大樂透,112000044,2023/04/21,108913000,2178260,258493603,07,11,23,25,27,43,05
大樂透,112000045,2023/04/25,116953600,2339072,282377268,05,12,13,27,28,41,37
大樂透,112000046,2023/04/28,121225550,2424511,309151945,05,31,38,41,43,47,28
大樂透,112000047,2023/05/02,129301050,2586021,344372653,08,09,14,37,42,46,10
大樂透,112000048,2023/05/05,148530950,2970619,385193154,10,13,16,19,21,48,30
大樂透,112000049,2023/05/09,165771550,3315431,430991406,01,21,22,29,31,44,03
大樂透,112000050,2023/05/12,189077150,3781543,475178962,02,07,09,18,20,48,14
大樂透,112000051,2023/05/16,96481400,1929628,54029584,01,19,26,34,38,43,48
大樂透,112000052,2023/05/19,89333200,1786664,73730810,05,08,09,35,38,44,31
大樂透,112000053,2023/05/23,94117200,1882344,95189319,05,20,23,38,44,46,33
大樂透,112000054,2023/05/26,94297700,1885954,119293751,05,10,12,15,30,36,26
大樂透,112000055,2023/05/30,93375350,1867507,135159492,05,06,09,29,43,45,27
大樂透,112000056,2023/06/02,94677900,1893558,151964290,01,05,13,16,23,34,49
大樂透,112000057,2023/06/06,134758550,2695171,195420661,08,13,27,30,41,43,18
大樂透,112000058,2023/06/09,152706600,3054132,238493032,30,32,36,38,46,49,26
大樂透,112000059,2023/06/13,161700200,3234004,279581409,01,06,08,09,10,21,02
大樂透,112000060,2023/06/16,134267350,2685347,75189716,02,21,22,30,33,41,42
大樂透,112000061,2023/06/20,140032500,2800650,109986819,05,15,32,34,37,41,11
大樂透,112000062,2023/06/23,144388950,2887779,151644852,04,08,23,31,42,49,16
大樂透,112000063,2023/06/27,121325650,2426513,67942364,13,24,30,37,43,44,04
大樂透,112000064,2023/06/30,112494650,2249893,91287466,06,22,26,29,32,43,38
大樂透,112000065,2023/07/04,112890600,2257812,118931634,06,12,15,16,24,41,21
大樂透,112000066,2023/07/07,111580350,2231607,144170639,03,06,15,21,24,33,14
大樂透,112000067,2023/07/11,112504400,2250088,164731088,10,21,26,34,48,49,39
大樂透,112000068,2023/07/14,130940200,2618804,202431544,10,15,17,33,34,45,36
大樂透,112000069,2023/07/18,100225400,2004508,216493847,04,05,16,19,34,40,10
大樂透,112000070,2023/07/21,106390050,2127801,241811698,03,15,35,39,41,49,38
大樂透,112000071,2023/07/25,113127300,2262546,271180716,12,17,28,33,40,45,39
大樂透,112000072,2023/07/28,101130950,2022619,291308484,01,03,22,25,34,44,32
大樂透,112000073,2023/08/01,120431750,2408635,326272436,11,26,37,38,40,41,28
大樂透,112000074,2023/08/04,135035300,2700706,361900071,06,10,21,34,38,41,47
大樂透,112000075,2023/08/08,94845650,1896913,55477273,11,26,28,30,41,45,22
大樂透,112000076,2023/08/11,86751550,1735031,70470246,08,27,34,38,39,47,30
大樂透,112000077,2023/08/15,92512650,1850253,94121733,10,22,26,30,34,43,41
大樂透,112000078,2023/08/18,90436800,1808736,127903214,13,19,21,24,41,45,44
大樂透,112000079,2023/08/22,91384550,1827691,52978019,02,19,26,34,43,46,31
大樂透,112000080,2023/08/25,90832400,1816648,76702890,02,10,20,31,33,46,24
大樂透,112000081,2023/08/29,90103300,1802066,99439949,06,07,10,22,41,42,31
大樂透,112000082,2023/09/01,90911150,1818223,120637672,01,19,26,34,45,49,37
大樂透,112000083,2023/09/05,84786350,1695727,139289988,12,14,32,34,40,48,39
大樂透,112000084,2023/09/08,94971750,1899435,167812258,14,20,23,33,34,40,24
大樂透,112000085,2023/09/12,143221200,2864424,220160277,21,22,26,33,34,35,46
大樂透,112000086,2023/09/15,156017650,3120353,247449947,12,16,19,30,37,39,14
大樂透,112000087,2023/09/19,172111400,3442228,292330791,03,16,24,35,37,41,27
大樂透,112000088,2023/09/22,174501900,3490038,333285133,02,13,32,36,38,43,34
大樂透,112000089,2023/09/26,144612950,2892259,80983252,09,14,26,37,38,39,08
大樂透,112000090,2023/09/29,157322000,3146440,116995686,06,09,18,35,38,48,25
大樂透,112000091,2023/10/03,127907050,2558141,135083788,03,22,29,31,40,44,48
大樂透,112000092,2023/10/06,115758100,2315162,159438037,06,16,21,27,30,49,26
大樂透,112000093,2023/10/10,121548600,2430972,190724008,03,08,17,33,34,48,11
大樂透,112000094,2023/10/13,126284400,2525688,220068555,01,09,13,14,28,30,31
大樂透,112000095,2023/10/17,128044500,2560890,241773849,05,12,13,20,24,34,27
大樂透,112000096,2023/10/20,120081250,2401625,67245500,32,37,38,39,40,44,24
大樂透,112000097,2023/10/24,93007300,1860146,81985962,07,29,34,41,43,49,22
大樂透,112000098,2023/10/27,91059250,1821185,100945438,06,15,22,27,28,31,24
大樂透,112000099,2023/10/31,92335400,1846708,120224865,02,10,18,36,42,47,24
大樂透,112000100,2023/11/03,94881550,1897631,139604628,08,20,24,28,40,48,03
大樂透,112000101,2023/11/07,100654400,2013088,162423671,07,08,21,41,44,47,13
大樂透,112000102,2023/11/10,102844300,2056886,189522338,02,04,06,08,11,31,26
大樂透,112000103,2023/11/14,156521400,3130428,234234916,06,12,15,30,38,43,41
大樂透,112000104,2023/11/17,162779750,3255595,272371458,15,30,31,34,40,45,47
大樂透,112000105,2023/11/21,171853100,3437062,318677099,16,21,26,30,37,47,31
大樂透,112000106,2023/11/24,164280300,3285606,355558786,09,16,20,42,43,48,02
大樂透,112000107,2023/11/28,173609550,3472191,400292051,12,18,23,27,33,44,39
大樂透,112000108,2023/12/01,124188000,2483760,69545280,04,15,18,23,40,47,42
大樂透,112000109,2023/12/05,123670050,2473401,139956934,10,14,30,38,42,48,37
大樂透,112000110,2023/12/08,123378250,2467565,148620012,05,08,22,27,28,29,16
大樂透,112000111,2023/12/12,126225200,2524504,70686112,06,20,30,33,38,46,16
大樂透,112000112,2023/12/15,149268850,2985377,153011317,01,09,22,28,33,39,07
大樂透,112000113,2023/12/19,96200900,1924018,53872504,14,18,20,26,38,48,02
大樂透,112000114,2023/12/22,92432900,1848658,73464301,08,09,20,34,35,49,40
大樂透,112000115,2023/12/26,97816250,1956325,100180359,08,19,28,29,30,46,10
大樂透,112000116,2023/12/29,157827150,3156543,157123299,01,11,23,31,39,46,17
大樂透,113000001,2024/01/02,94153750,1883075,52726100,4,14,18,21,36,38,01
大樂透,113000002,2024/01/05,101273350,2025467,79020651,2,20,23,30,35,47,40
大樂透,113000003,2024/01/09,104402400,2088048,102331060,12,29,31,37,44,49,03
大樂透,113000004,2024/01/12,104749750,2094995,127937062,4,25,29,38,42,46,06
大樂透,113000005,2024/01/16,104587000,2091740,150437239,1,3,20,21,36,40,44
大樂透,113000006,2024/01/19,102906750,2058135,59563903,1,3,7,19,31,46,40
大樂透,113000007,2024/01/23,92997300,1859946,75626575,2,14,17,26,27,47,04
大樂透,113000008,2024/01/26,102419000,2048380,100646267,2,11,20,34,46,47,40
大樂透,113000009,2024/01/30,106791850,2135837,130009363,7,19,30,38,40,45,27
大樂透,113000010,2024/02/02,108994850,2179897,153801864,5,9,25,35,38,39,24
大樂透,113000011,2024/02/06,215438650,4308773,235074395,14,19,23,26,34,40,05
大樂透,113000012,2024/02/07,147109300,2942186,244610583,20,22,31,34,35,37,07
大樂透,113000013,2024/02/08,183653950,3673079,298415973,5,8,25,31,39,47,22
大樂透,113000014,2024/02/09,289130550,5782611,401638006,3,7,16,20,25,30,37
大樂透,113000015,2024/02/10,311420200,6228404,471129718,5,6,11,13,28,34,04
大樂透,113000016,2024/02/11,271083500,5421670,189871373,11,13,23,29,44,45,27
大樂透,113000017,2024/02/12,248903050,4978061,139385708,16,22,37,46,47,49,04
大樂透,113000018,2024/02/13,190351800,3807036,165839964,2,3,6,39,44,47,34
大樂透,113000019,2024/02/14,272001450,5440029,256388582,7,12,19,26,32,39,44
大樂透,113000020,2024/02/15,197336000,3946720,171467009,4,8,18,19,20,33,03
大樂透,113000021,2024/02/16,188302250,3766045,105449260,19,24,33,42,43,45,16
大樂透,113000022,2024/02/17,164832950,3296659,138578609,4,5,20,27,32,40,06
大樂透,113000023,2024/02/18,151708250,3034165,167043467,6,12,24,32,36,44,45
大樂透,113000024,2024/02/19,148157600,2963152,152790571,2,10,17,32,38,48,08
大樂透,113000025,2024/02/20,156102700,3122054,89809645,6,8,17,27,34,46,25
大樂透,113000026,2024/02/21,138635750,2772715,110825611,13,21,25,27,31,43,47
大樂透,113000027,2024/02/22,136989650,2739793,142712339,9,11,18,31,39,46,05
大樂透,113000028,2024/02/23,154793450,3095869,181529578,3,8,9,21,34,49,22
大樂透,113000029,2024/02/24,140742000,2814840,206453986,8,15,21,27,46,48,31
大樂透,113000030,2024/02/27,114267850,2285357,224061364,7,15,17,29,41,42,28
大樂透,113000031,2024/03/01,119882400,2397648,253875867,1,29,30,39,46,47,17
大樂透,113000032,2024/03/05,134655600,2693112,293647375,10,15,21,24,26,38,37
大樂透,113000033,2024/03/08,132588250,2651765,323049182,7,26,27,29,36,40,32
大樂透,113000034,2024/03/12,147291700,2945834,355887325,3,13,22,27,45,49,17
大樂透,113000035,2024/03/15,102625750,2052515,57470420,8,18,33,37,40,43,31
大樂透,113000036,2024/03/19,102852250,2057045,81486336,8,14,19,20,21,36,28
大樂透,113000037,2024/03/22,100908850,2018177,102875314,4,16,38,40,41,48,35
大樂透,113000038,2024/03/26,98682250,1973645,123716344,6,19,21,29,32,46,11
大樂透,113000039,2024/03/29,98140150,1962803,146424590,2,3,13,15,43,48,01
大樂透,113000040,2024/04/02,102237750,2044755,168928265,27,32,38,39,46,49,24
大樂透,113000041,2024/04/05,101158800,2023176,194780189,4,31,35,38,40,48,18
大樂透,113000042,2024/04/09,110857850,2217157,226819825,3,16,17,19,22,26,01
大樂透,113000043,2024/04/12,94916950,1898339,135374177,3,5,12,15,17,39,24
大樂透,113000044,2024/04/16,93796550,1875931,133269461,5,8,17,33,35,40,10
大樂透,113000045,2024/04/19,91260750,1825215,52632458,7,10,16,22,31,46,42
大樂透,113000046,2024/04/23,94533100,1890662,77416581,13,14,17,32,33,36,31
大樂透,113000047,2024/04/26,84931000,1698620,96238256,13,21,22,26,33,34,35
大樂透,113000048,2024/04/30,92697000,1853940,115240326,3,9,13,22,33,43,14
大樂透,113000049,2024/05/03,96929350,1938587,139223486,6,11,12,22,34,39,42
大樂透,113000050,2024/05/07,100900750,2018015,162874413,7,9,15,28,30,33,26
大樂透,113000051,2024/05/10,102782150,2055643,179780389,15,19,30,35,38,41,25
大樂透,113000052,2024/05/14,106732550,2134651,208214281,6,7,10,25,32,43,33
大樂透,113000053,2024/05/17,111092700,2221854,236082215,15,33,34,40,41,49,27
大樂透,113000054,2024/05/21,130416000,2608320,142464377,1,30,34,35,38,42,15
大樂透,113000055,2024/05/24,136105000,2722100,76218800,4,23,24,28,30,40,41
大樂透,113000056,2024/05/28,135385400,2707708,150072233,12,17,18,21,33,37,09
大樂透,113000057,2024/05/31,135756750,2715135,78064430,8,14,16,19,23,32,49
大樂透,113000058,2024/06/04,132858100,2657162,103163003,7,30,33,34,35,46,49
大樂透,113000059,2024/06/07,138730850,2774617,146238770,19,24,29,36,37,43,17
大樂透,113000060,2024/06/11,144272950,2885459,150923162,7,10,12,27,36,46,18
大樂透,113000061,2024/06/14,122311550,2446231,68494468,1,7,9,18,36,47,32
大樂透,113000062,2024/06/18,119103850,2382077,93696383,6,24,31,35,36,42,18
大樂透,113000063,2024/06/21,114242150,2284843,135666577,2,17,31,42,44,46,10
大樂透,113000064,2024/06/25,108086800,2161736,62772616,6,8,12,29,41,48,14
大樂透,113000065,2024/06/28,110070150,2201403,88007336,10,11,25,31,36,41,27
大樂透,113000066,2024/07/02,110996050,2219921,108935418,1,33,38,39,41,45,46
大樂透,113000067,2024/07/05,125030400,2500608,143873340,2,11,20,25,37,49,42
大樂透,113000068,2024/07/09,94374550,1887491,154743195,15,18,19,31,39,40,25
大樂透,113000069,2024/07/12,99434350,1988687,180561732,2,13,19,33,46,49,23
大樂透,113000070,2024/07/16,103068050,2061361,208626255,4,12,22,29,36,47,15
大樂透,113000071,2024/07/19,105341700,2106834,229336669,11,13,25,28,33,40,31
大樂透,113000072,2024/07/23,110993850,2219877,255296849,3,6,10,23,33,35,24
大樂透,113000073,2024/07/26,87994100,1759882,263236916,6,19,23,35,41,46,08
大樂透,113000074,2024/07/30,91521400,1830428,51251984,5,15,24,35,46,48,17
大樂透,113000075,2024/08/02,90063650,1801273,71879122,2,4,5,15,20,33,25
大樂透,113000076,2024/08/06,93017700,1860354,90669950,20,27,31,33,38,46,23
大樂透,113000077,2024/08/09,93761850,1875237,113083429,14,20,27,42,44,47,40
大樂透,113000078,2024/08/13,95317050,1906341,140367374,2,28,30,37,40,48,08
大樂透,113000079,2024/08/16,94260800,1885216,162509707,4,6,14,31,44,45,01
大樂透,113000080,2024/08/20,98097100,1961942,183449014,12,13,18,28,39,49,02
大樂透,113000081,2024/08/23,104454550,2089091,210823098,16,20,32,34,37,43,17
大樂透,113000082,2024/08/27,93075350,1861507,52122196,12,22,24,38,40,46,21
大樂透,113000083,2024/08/30,91158050,1823161,74097974,2,17,25,29,32,38,24
大樂透,113000084,2024/09/03,138755800,2775116,119431000,5,22,25,27,36,41,11
大樂透,113000085,2024/09/06,143961400,2879228,151104723,9,15,17,38,45,49,47
大樂透,113000086,2024/09/10,155096450,3101929,191223557,6,14,16,25,35,38,31
大樂透,113000087,2024/09/13,158757700,3175154,227215634,13,17,26,39,43,48,03
大樂透,113000088,2024/09/17,190771300,3815426,279605809,26,34,35,40,44,46,32
大樂透,113000089,2024/09/20,159505000,3190100,308980285,4,8,18,30,35,49,11
大樂透,113000090,2024/09/24,154977650,3099553,339886536,5,13,14,16,37,48,39
大樂透,113000091,2024/09/27,160763350,3215267,379058668,2,3,5,21,45,49,47
大樂透,113000092,2024/10/01,172281350,3445627,423300478,10,12,13,19,27,33,30
大樂透,113000093,2024/10/04,157699750,3153995,447526549,12,17,19,27,38,42,40
大樂透,113000094,2024/10/08,117639900,2352798,68701635,3,5,7,31,33,45,19
大樂透,113000095,2024/10/11,120415600,2408312,92894018,7,9,12,21,26,32,27
大樂透,113000096,2024/10/15,115313250,2306265,111642501,5,10,13,28,39,41,49
大樂透,113000097,2024/10/18,123841400,2476828,141902077,14,20,26,43,45,49,07
大樂透,113000098,2024/10/22,100025200,2000504,160809964,2,24,29,30,38,49,47
大樂透,113000099,2024/10/25,100677150,2013543,186834490,7,19,25,35,36,38,42
大樂透,113000100,2024/10/29,108727700,2174554,208744169,19,26,36,38,39,49,16
大樂透,113000101,2024/11/01,99741450,1994829,229377960,6,10,23,27,34,47,22
大樂透,113000102,2024/11/05,120802200,2416044,262485798,4,17,21,30,41,49,48
大樂透,113000103,2024/11/08,123159950,2463199,295416950,1,11,42,46,47,49,07
大樂透,113000104,2024/11/12,129945550,2598911,329430230,11,25,26,33,34,41,27
大樂透,113000105,2024/11/15,95846900,1916938,53674264,24,25,30,36,41,43,21
大樂透,113000106,2024/11/19,93054550,1861091,76088548,5,7,11,22,25,44,13
大樂透,113000107,2024/11/22,93683700,1873674,93709701,14,16,22,33,36,48,03
大樂透,113000108,2024/11/26,96540300,1930806,132449788,11,40,42,45,47,49,27
大樂透,113000109,2024/11/29,92858150,1857163,55555207,13,20,28,32,38,49,46
大樂透,113000110,2024/12/3,97476400,1949528,137482582,5,6,7,12,17,35,45
大樂透,113000111,2024/12/6,97011500,1940230,55682260,9,15,18,33,44,47,28
大樂透,113000112,2024/12/10,98758850,1975177,79248134,1,5,8,26,47,49,38
大樂透,113000113,2024/12/13,95722150,1914443,94850891,7,11,28,29,38,39,33
大樂透,113000114,2024/12/17,97768300,1955366,115641083,8,10,22,24,31,34,44
大樂透,113000115,2024/12/20,94834800,1896696,136749945,3,8,18,26,40,46,22
大樂透,113000116,2024/12/24,96867750,1937355,156358845,5,9,10,29,35,48,13
大樂透,113000117,2024/12/27,106652150,2133043,181368819,21,26,28,30,32,34,40
